Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE58,OUT046,2015.2822783333295
FDI02,OUT027,3684.1188556666666
NCC55,OUT019,54.35480233333339
FDR03,OUT018,3137.8033236666647
FDB14,OUT017,1156.4968193333345
FDR45,OUT013,4432.360431000004
NCN07,OUT017,2091.929174333326
FDM51,OUT019,252.9751486666666
FDT52,OUT027,4816.123112333335
FDL26,OUT046,2749.9382046666624
NCZ42,OUT046,3505.998491333334
DRI47,OUT019,457.54108900000193
FDW40,OUT013,2355.2242230000065
FDN34,OUT046,2998.5579116666645
FDS01,OUT035,3068.798702000005
NCG55,OUT045,1767.5059180000055
FDC11,OUT035,1450.0491490000013
FDX35,OUT018,2693.639266333335
NCB06,OUT046,2398.7553366666652
FDR09,OUT019,520.5279883333317
FDC53,OUT017,1655.0722720000003
FDY45,OUT013,3841.6382583333398
FDA22,OUT010,392.15287100000035
FDE02,OUT035,1838.001931666665
FDW21,OUT045,1572.135785333341
FDV34,OUT046,1262.2902199999935
FDS59,OUT049,1992.7516063333335
NCW17,OUT017,2796.9525620000095
NCK54,OUT046,1914.475719666663
FDG17,OUT019,435.0758873333344
FDG35,OUT017,3805.7516383333395
FDD08,OUT010,75.69258266666661
NCO07,OUT017,4633.881446000011
FDJ10,OUT010,417.49543833333394
FDW36,OUT017,1891.1582940000005
FDW21,OUT010,235.98504233333378
FDY19,OUT017,1937.266053666668
DRE03,OUT013,728.529456666665
NCC55,OUT049,797.9524226666684
FDH52,OUT010,157.63813699999952
FDO09,OUT017,4253.016104333327
FDU43,OUT045,3959.7844683333315
FDX09,OUT010,390.79020033333387
FDH40,OUT019,244.04899000000023
FDW58,OUT017,1600.5243876666775
FDC47,OUT017,4581.416405999995
NCR41,OUT035,1421.1600870000027
DRG49,OUT035,4808.510798999984
FDC52,OUT027,3007.8280670000067
FDY13,OUT046,1215.1160706666615
FDY35,OUT013,657.7482586666653
FDI35,OUT017,4183.52433899999
NCU18,OUT049,2519.742293333337
FDY33,OUT018,2466.672485000004
FDC15,OUT027,4097.605068333323
FDU01,OUT049,3393.5482003333454
NCU42,OUT046,3667.2064260000147
NCV29,OUT018,2045.9878646666639
NCY30,OUT017,2940.547867333336
FDQ46,OUT049,2018.896462666671
FDG58,OUT027,3416.690298666672
FDK33,OUT017,4569.918040000006
NCD07,OUT045,1080.7398760000035
NCX29,OUT027,4268.918737333329
NCT42,OUT013,2211.071864999997
DRN59,OUT035,724.6378556666672
FDI44,OUT035,1398.506241999998
FDA45,OUT049,2111.750040333331
FDP31,OUT045,774.5750750000011
FDY01,OUT046,1856.9905476666656
FDT09,OUT018,2157.1309683333275
DRH03,OUT027,2343.1044436666643
FDA36,OUT018,2322.886317000006
NCF31,OUT017,2012.400474
FDG14,OUT049,2323.7574053333333
FDG28,OUT027,5698.793036666673
FDU14,OUT049,4319.824695666661
FDY47,OUT019,248.446599
FDI56,OUT049,1301.5002916666701
DRD01,OUT013,578.3571570000021
FDM22,OUT046,1007.1978273333315
FDH33,OUT013,668.3011886666682
DRZ24,OUT013,2073.195781666671
NCQ38,OUT046,1661.3840560000024
FDO16,OUT027,2122.760153
FDU07,OUT027,4106.766476333352
NCB07,OUT013,2781.2108306666705
FDU48,OUT045,1731.8723020000018
NCM43,OUT045,2635.016685999995
FDR31,OUT010,330.2956123333357
DRK49,OUT018,529.035802666669
NCI30,OUT010,532.4546856666672
DRD60,OUT017,3671.2456126666752
NCG19,OUT046,3510.3250816666723
FDH12,OUT035,1768.4091866666704
FDM32,OUT035,1443.1736543333336
FDM27,OUT035,3041.4953536666676
NCU53,OUT027,4048.4035579999822
NCQ18,OUT046,1946.5950213333344
FDS10,OUT013,2917.7930426666676
FDB33,OUT027,4654.3581250000225
FDI12,OUT013,1383.3359890000017
NCW42,OUT013,4290.141112333344
NCC06,OUT018,2103.311025333341
FDW02,OUT017,2691.756162000001
NCD43,OUT017,1520.2566493333316
FDM57,OUT018,1061.3684249999976
FDA58,OUT017,3453.7953326666757
FDK56,OUT046,3365.330486666664
FDP52,OUT045,3719.388500999993
FDW20,OUT018,1772.944394333323
FDS52,OUT049,1324.295064333328
NCT29,OUT018,1825.9631580000007
NCL54,OUT013,3335.2196816666683
FDC05,OUT045,2436.560570333329
FDF34,OUT035,2540.0247806666725
FDP03,OUT027,3279.5521436666595
FDD32,OUT010,208.06360966666787
FDZ10,OUT045,2067.7961436666696
FDZ40,OUT035,882.8097423333321
FDD51,OUT018,450.3016236666645
NCY30,OUT019,376.5287643333344
FDP58,OUT017,3506.300320666679
FDV49,OUT017,4835.052916000006
FDY24,OUT019,144.49302566666708
NCO55,OUT017,1783.5772203333354
FDR13,OUT017,1865.0323020000042
FDS51,OUT017,764.534810999996
FDP26,OUT045,1299.6715610000015
NCB54,OUT027,4191.659305333324
FDF32,OUT017,3026.4948796666617
FDN31,OUT018,2260.919201333328
DRM48,OUT017,656.5453800000005
FDN20,OUT049,2864.468011
DRL01,OUT046,3500.736452
FDV56,OUT049,1482.5357503333382
DRH13,OUT027,2529.0612739999947
FDA03,OUT017,2146.6446183333337
FDF47,OUT027,5364.644661666662
FDX32,OUT046,2602.2171586666677
FDX57,OUT049,1548.8161403333347
NCA30,OUT045,2888.1005820000014
FDO49,OUT013,660.7210556666676
FDL04,OUT019,228.66235200000096
DRM48,OUT035,743.782934666668
FDR16,OUT013,4441.26772533334
NCC19,OUT018,3666.855771333344
NCE42,OUT045,3282.824550666665
FDY24,OUT017,1228.408767666669
FDH19,OUT049,2427.4590843333312
FDJ46,OUT013,2721.4974479999964
FDN45,OUT010,790.9182456666645
FDY08,OUT035,2525.6368426666663
FDZ37,OUT035,1509.742557666666
NCT30,OUT045,780.5728233333344
DRY23,OUT018,528.4754210000013
NCZ30,OUT018,1813.791224333332
FDC44,OUT018,1692.4891223333377
FDB45,OUT035,1714.4505353333393
FDY04,OUT013,2324.3788186666666
FDM27,OUT046,2820.1634596666636
FDZ43,OUT017,3881.8792103333244
FDT39,OUT019,439.91181466666467
NCC06,OUT019,329.6131673333337
FDL15,OUT027,4104.016722333343
FDL57,OUT017,4698.648250666656
FDU08,OUT046,1323.8456493333326
FDK40,OUT017,4639.425340666667
FDQ12,OUT010,715.9536043333334
FDS48,OUT017,2721.478583666665
FDP09,OUT045,3861.0829473333347
FDW21,OUT049,1511.9075173333395
FDY25,OUT035,4187.39485633334
DRE13,OUT017,1355.3868146666612
FDV43,OUT019,51.71601500000041
FDD22,OUT045,2095.371360333331
FDM46,OUT019,230.8139956666674
NCO30,OUT010,470.6096333333325
FDM25,OUT046,3123.651744666672
NCN41,OUT049,2158.157409999993
FDU24,OUT045,1253.0300516666712
FDZ50,OUT046,3267.8551473333396
FDP45,OUT013,3541.5699659999996
NCM54,OUT045,2051.3786253333333
FDW10,OUT019,313.288861000002
FDP20,OUT017,2249.2521660000057
FDK32,OUT046,2703.515299666674
FDN52,OUT049,1139.0783816666656
FDM58,OUT045,2080.4607693333314
FDZ46,OUT027,2946.4912420000046
NCA18,OUT018,1481.6735393333333
FDD35,OUT046,2249.060193666665
NCK31,OUT035,652.569444333334
FDI40,OUT027,2937.2454993333463
FDT50,OUT019,225.9592040000007
NCT06,OUT046,2670.823409999992
FDT31,OUT035,2869.855442666665
FDT45,OUT049,754.749770333336
FDT13,OUT045,3360.4102246666616
FDO50,OUT045,1399.685817666662
NCU18,OUT010,329.8839259999995
NCR54,OUT049,3186.4533296666705
NCO18,OUT018,2628.910190333341
FDU09,OUT045,839.665902333335
FDT13,OUT018,2631.8319426666667
FDE09,OUT046,1811.3466286666699
NCK53,OUT019,369.739823666665
FDG45,OUT049,3915.0837659999975
DRH15,OUT035,738.7261836666647
FDO21,OUT019,574.7307663333299
FDD14,OUT027,5070.420983666651
FDC09,OUT046,1476.7787996666666
FDH45,OUT027,1004.2483333333344
FDV32,OUT046,1142.5172386666611
FDG12,OUT035,2260.723900000004
FDS32,OUT013,1700.3133820000016
NCL55,OUT018,3002.5061056666696
DRE01,OUT035,4587.100118666646
DRE15,OUT049,1324.4959139999999
NCL42,OUT045,4044.154644333318
FDP31,OUT013,857.9587573333321
FDN33,OUT018,1223.323165333334
FDZ59,OUT046,2877.1115530000025
FDE45,OUT010,321.00770233333435
FDJ07,OUT013,1708.3495879999994
FDQ45,OUT018,2681.809110000005
FDM33,OUT027,4682.627992999977
FDO15,OUT010,176.91193733333375
FDM46,OUT013,1610.0542050000006
FDR03,OUT045,3217.608330999999
FDY49,OUT018,2528.4742603333343
FDQ60,OUT045,1686.2261636666658
FDW10,OUT049,2842.616455000006
FDO51,OUT049,666.6677593333338
FDJ40,OUT018,1609.046627666669
FDS20,OUT018,2223.0951033333313
FDU45,OUT013,2089.1993943333337
FDV02,OUT035,2559.1643113333357
FDN09,OUT046,3383.185023333322
NCM55,OUT027,5381.7501733333465
FDN23,OUT018,2559.0533446666627
FDY31,OUT010,360.07129800000206
FDW03,OUT010,254.66739033333394
FDD14,OUT046,2534.386564333332
FDV23,OUT017,1912.7901359999998
DRI03,OUT045,2258.3137039999933
FDN13,OUT035,1202.1684800000025
FDF45,OUT027,1441.3826523333378
FDU46,OUT035,1732.2207373333374
FDB57,OUT049,3297.981487666672
FDV12,OUT049,2096.9082486666657
FDQ58,OUT013,2172.405529999998
NCA18,OUT017,1431.5265930000032
FDH52,OUT049,850.0301889999981
FDM24,OUT018,2782.559075666664
NCP43,OUT027,4211.006343666663
NCO18,OUT019,474.850779333332
FDM32,OUT017,1133.0207113333338
NCL07,OUT017,566.9919510000005
FDK03,OUT013,4613.242755666667
FDP59,OUT017,1458.8332703333383
FDQ24,OUT049,4770.7088943333365
FDQ16,OUT018,1729.0637356666714
FDU44,OUT013,2373.8932550000027
FDH28,OUT010,128.81010666666637
FDV28,OUT019,56.914803333333246
FDM22,OUT045,786.9045813333338
FDR56,OUT046,2810.6713710000017
FDV39,OUT049,2883.0859983333294
FDU37,OUT019,241.6132716666666
FDQ11,OUT010,729.4460413333326
FDX02,OUT045,4201.479855333331
NCS42,OUT018,1378.5255839999982
FDY57,OUT027,2908.5561773333393
FDB21,OUT049,3254.067539000006
FDE28,OUT017,3146.5707999999963
FDQ55,OUT017,2379.828861999997
FDA48,OUT049,3312.4526506666725
FDZ19,OUT045,2620.7297276666623
NCC43,OUT045,3158.364337333333
NCV18,OUT046,1637.7847750000049
NCA42,OUT018,2986.8953149999925
FDY45,OUT046,3365.7077733333253
NCC30,OUT045,2305.1427469999962
FDM57,OUT013,1390.504435666668
FDL09,OUT010,568.5687873333327
FDB09,OUT027,3629.754066333325
FDT44,OUT035,1654.3066020000042
NCT06,OUT027,3625.2898773333277
FDX26,OUT049,3711.4321910000035
FDK32,OUT013,2492.8539603333334
DRA12,OUT046,2223.152805999997
FDO46,OUT010,425.4184583333322
FDE52,OUT013,1206.1200030000002
NCH42,OUT045,4589.7655379999915
FDV08,OUT035,623.8756836666661
FDB47,OUT018,2657.873600000006
FDC28,OUT010,194.74095166666675
FDD22,OUT046,2005.524979333334
FDS07,OUT027,3697.9419733333516
DRI13,OUT045,2995.7293713333347
FDG32,OUT018,3951.659488999995
FDU14,OUT017,4209.526048333333
FDD28,OUT019,138.89808633333243
NCP41,OUT017,1538.1045279999992
FDS08,OUT049,2197.9334116666632
FDX47,OUT045,2426.0997426666613
FDC53,OUT019,240.24616233333379
FDQ19,OUT035,4428.610867333334
FDL14,OUT045,2382.8815549999977
FDM33,OUT019,676.7956870000003
FDA51,OUT045,1976.6725363333348
FDZ27,OUT018,586.6041996666664
FDT04,OUT046,569.9247999999975
DRC13,OUT049,2157.2452639999974
FDR16,OUT027,4188.413530333325
FDQ03,OUT027,5113.105421666643
FDE38,OUT035,2582.596032666668
DRH23,OUT027,2100.50467833333
FDT11,OUT019,528.8593656666682
FDD09,OUT035,3046.7041290000134
FDR40,OUT045,1329.7479663333322
FDX07,OUT017,2923.9672280000045
FDR07,OUT035,2045.9135170000054
FDA51,OUT017,1914.548957666667
FDT59,OUT019,638.9305313333338
FDF20,OUT017,2726.2457116666706
FDR13,OUT045,1797.2904809999998
FDY26,OUT049,3277.2817656666643
FDW04,OUT017,1985.7862286666646
FDK52,OUT017,5384.3800833333335
FDN60,OUT049,3137.580280666656
FDM09,OUT019,361.5260710000004
FDP46,OUT049,1370.1254073333316
FDB50,OUT019,237.50972433333314
NCQ29,OUT049,3519.868214999991
FDP16,OUT027,6486.6186413333435
FDX33,OUT018,1922.1590516666677
FDP07,OUT010,530.2753003333323
FDN22,OUT046,3991.0681910000053
FDF39,OUT049,4369.612110000001
FDS21,OUT017,987.4890376666631
NCM42,OUT013,1788.882536666667
FDK50,OUT019,475.30463299999946
DRF13,OUT027,3814.895291666674
FDH35,OUT018,1791.3870543333321
FDP60,OUT018,1653.5198483333295
DRJ49,OUT027,3475.203021999994
NCT42,OUT019,343.4884393333351
FDE38,OUT049,2624.8976356666653
FDI04,OUT049,3485.4629999999956
NCH54,OUT045,2886.438301333336
FDT56,OUT049,667.8462253333335
DRD15,OUT018,3623.0905180000063
FDV58,OUT013,2302.519495000003
FDP21,OUT049,3384.160420333334
FDH05,OUT013,4313.663826333332
FDR10,OUT027,5072.8311796666785
NCP06,OUT045,1783.1877273333282
FDF33,OUT049,1782.1457503333284
DRK37,OUT013,3574.024387000006
DRH49,OUT045,1143.3539273333342
FDT58,OUT013,2617.067827666672
FDD41,OUT018,1375.7758299999985
FDP40,OUT018,1650.0166306666629
FDM51,OUT027,2663.8280713333374
FDO45,OUT010,221.69586466666732
FDW33,OUT010,220.5051923333332
FDY24,OUT045,1103.3537729999994
FDB10,OUT010,566.7911013333331
FDM40,OUT035,2107.57547433334
NCI06,OUT017,3292.7671640000153
FDW12,OUT019,287.72547000000196
FDX48,OUT027,3663.121742999993
NCW05,OUT027,2341.987009333342
FDX27,OUT017,1411.2995890000013
DRM37,OUT045,3683.8192456666716
FDA38,OUT045,3429.71112733334
FDR36,OUT046,727.2710946666658
FDZ45,OUT046,3082.134675999987
FDG05,OUT017,2446.818329000005
FDK28,OUT013,4278.511805666682
FDV47,OUT045,1320.6609059999973
FDN21,OUT045,1968.8771280000037
FDP20,OUT027,3414.241264333324
FDI35,OUT045,3812.773608999998
DRY23,OUT013,659.7445490000006
FDA56,OUT017,2575.7305250000104
FDB09,OUT013,1974.8227219999974
NCO26,OUT027,3521.1920473333303
FDQ49,OUT018,2331.113385666663
FDI52,OUT027,2907.4065626666666
FDZ44,OUT027,3143.685666666678
FDZ09,OUT018,2616.5263103333277
FDY03,OUT049,1638.9010996666711
NCG42,OUT017,2148.220345000002
DRI13,OUT027,6665.735486333318
FDQ32,OUT013,2080.0712763333395
FDW16,OUT035,1091.5003136666662
FDU27,OUT046,955.6649073333323
FDR28,OUT010,498.06944466666647
FDQ49,OUT010,328.9739993333327
FDS37,OUT046,1727.8297863333341
FDW26,OUT018,3283.411564333334
FDX12,OUT018,3372.1726913333405
NCP06,OUT013,2475.2335633333305
FDW45,OUT010,288.1515820000013
NCN30,OUT049,1377.6611536666696
FDN24,OUT049,823.1629396666689
NCL41,OUT027,1085.7822013333307
FDR02,OUT019,228.45817333333378
FDD09,OUT010,439.00410733333547
FDS33,OUT010,228.41267699999986
FDU22,OUT045,2166.8305646666704
FDI53,OUT013,2290.25989766667
DRH01,OUT049,2921.999789000003
FDX32,OUT013,2292.7044933333354
NCP30,OUT018,475.7773509999996
FDB60,OUT045,2922.9108253333384
FDB14,OUT049,1210.393329333334
NCP02,OUT035,751.5816719999947
FDJ10,OUT017,2277.704019333329
FDG34,OUT046,1580.229694000002
NCB18,OUT017,1321.367763666663
FDM16,OUT049,1137.4926679999994
FDW25,OUT018,1588.1671396666575
FDB35,OUT010,195.33573300000015
DRN11,OUT013,2232.3386266666707
FDF41,OUT019,866.3500566666669
FDH16,OUT045,1406.395971999997
NCQ50,OUT018,3022.585523999994
DRH23,OUT018,776.9109233333311
DRJ37,OUT013,2204.975356333331
DRJ24,OUT027,5307.698787666654
FDY16,OUT035,3385.4964590000022
FDQ27,OUT045,1732.052068000005
FDZ33,OUT045,2048.5789363333224
FDF29,OUT045,2043.689745000002
FDA08,OUT049,3198.2701699999875
FDG31,OUT046,1204.8461056666622
FDE34,OUT019,300.79512400000044
NCR30,OUT027,1925.0286496666556
FDV33,OUT035,3800.3730840000085
DRZ24,OUT018,1490.5053763333322
NCL54,OUT035,3112.3941763333364
FDR12,OUT049,2611.872368333338
NCC54,OUT046,4110.605923000011
DRN59,OUT013,960.8326250000003
FDX50,OUT019,174.1943636666666
FDV31,OUT027,4839.113186333326
NCA29,OUT027,5100.421931666653
FDW60,OUT049,2870.5423263333305
FDX08,OUT017,2778.7695640000106
DRD49,OUT013,4040.904430666663
FDD33,OUT046,3175.7417173333356
FDW35,OUT013,843.4376593333278
FDJ36,OUT017,1791.1928626666652
FDV51,OUT035,3792.36350999999
FDW36,OUT046,1706.6440303333334
FDH35,OUT046,1805.6396129999985
NCS30,OUT027,3129.4075856666714
FDN49,OUT017,528.957016333333
FDL08,OUT018,2695.8608190000045
FDI09,OUT013,3434.9975793333188
FDP19,OUT018,1877.6747343333313
FDU21,OUT010,57.82583966666676
NCP41,OUT045,1456.236650333334
FDY10,OUT013,1968.7728193333342
FDP12,OUT018,411.53208966666665
NCN26,OUT049,1568.5271493333312
FDK44,OUT013,2709.0225753333325
FDC28,OUT049,1513.444405666665
FDJ41,OUT027,5818.088861333313
NCT29,OUT035,1726.4227289999958
NCH42,OUT019,565.2586516666685
FDU60,OUT018,3152.9724669999864
FDS02,OUT045,3477.116087333329
FDC51,OUT046,2247.7785286666667
FDU03,OUT013,3838.9262330000042
FDX39,OUT045,3637.8202333333343
NCY05,OUT010,69.17329099999972
NCL06,OUT027,6587.177744333351
FDD32,OUT035,1299.9833773333326
NCN41,OUT045,1971.930930666664
NCX53,OUT049,2469.7617970000038
FDU57,OUT019,327.3183766666674
FDQ23,OUT046,1930.1874899999984
FDQ52,OUT045,4858.408070333336
FDC14,OUT045,503.1162086666681
FDY09,OUT035,3729.0525879999996
FDQ28,OUT045,2610.4209243333266
FDV25,OUT046,4707.713117666667
FDJ07,OUT035,2075.668119000003
DRB25,OUT049,1653.018278999999
FDK52,OUT019,628.9812599999982
FDY52,OUT027,1675.4402036666718
FDB28,OUT046,3234.981272333328
FDT36,OUT035,552.1357336666674
FDV25,OUT017,3876.8646266666683
NCN07,OUT027,3953.693508000003
FDC57,OUT017,2790.547565999998
FDQ03,OUT018,2797.4330476666605
FDU23,OUT017,3046.815095666666
NCX41,OUT035,3926.476713666675
NCD06,OUT035,683.113019333334
FDW08,OUT045,1463.7979189999955
NCU29,OUT017,2513.5891916666696
NCE06,OUT013,2172.561993000002
FDV52,OUT010,235.2870619999995
FDB02,OUT017,2748.911762999996
NCR18,OUT045,678.8408026666667
FDK16,OUT049,1367.5654063333359
NCQ29,OUT010,785.3344029999985
FDZ01,OUT019,194.99062666666754
FDW27,OUT035,2237.8081736666727
FDD17,OUT018,3679.109820333328
FDW39,OUT013,2760.1071899999943
DRH59,OUT045,1014.0577866666655
FDS52,OUT013,1090.5515486666645
FDU40,OUT027,5532.749174666652
NCF54,OUT013,2499.8836986666656
FDH46,OUT045,1694.3444850000042
NCP14,OUT049,2053.971916333335
FDH50,OUT049,3494.259327666674
DRF15,OUT010,327.2895253333327
FDV27,OUT027,2107.252561333329
NCJ06,OUT049,2118.89407433333
FDN02,OUT018,3767.094180666676
FDQ51,OUT049,945.7333906666688
FDQ07,OUT017,4272.638340000001
FDS45,OUT049,1755.0787610000016
NCJ06,OUT045,2024.6989096666637
FDD36,OUT035,2132.443104333333
FDY25,OUT045,3638.563710000012
FDU52,OUT046,2271.743999666665
DRK47,OUT017,3406.35486333333
NCL30,OUT017,2210.3827620000006
FDN22,OUT035,3758.2346019999995
NCF30,OUT027,3910.392095333334
FDK03,OUT035,4398.868471666661
FDT45,OUT017,931.4442129999993
NCC54,OUT027,5191.998283000001
FDP08,OUT018,2893.9807056666664
FDU44,OUT046,2586.222423333332
